rownames,kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
18757,2,0,0,0,0,1,0,0,30,26,0,1,0,0,0,0,35.70694,35.70694,15,900
18758,2,0,0,0,1,0,0,0,32,23,0,1,1,16,40,6.30802,132.268875,125.960884,14,1024
18759,2,0,0,1,0,0,1,0,33,18,0,1,1,52,40,33.597252,67.194504,33.597252,11,1089
18760,2,0,1,0,1,1,1,0,23,16,0,1,0,0,0,0,5.70975,5.70975,9,529
18761,2,0,0,1,0,0,1,0,27,22,0,1,1,26,30,5.25843,15.34495,10.086519,5,729
18762,3,1,0,0,1,0,0,0,32,23,0,1,0,0,0,0,15.7543,15.7543,15,1024
18763,2,0,0,0,1,0,0,0,31,18,0,1,1,12,40,3.32719,25.55744,22.23023,12,961
18764,2,0,0,0,1,0,0,0,25,19,0,1,1,12,40,4.20884,47.262878,43.054031,12,625
18765,3,1,0,0,0,1,0,0,33,22,0,1,0,0,0,0,157.438004,157.438004,13,1089
18766,3,1,0,0,0,1,0,0,34,19,0,1,0,0,0,0,31.498091,31.498091,11,1156
18767,3,1,1,0,1,1,1,0,25,18,0,1,0,0,0,0,25.200581,25.200581,12,625
18768,2,0,0,1,0,0,1,0,26,23,0,1,1,2,30,0.43033,24.434381,24.004051,12,676
18769,2,0,0,0,0,1,0,0,31,24,0,1,0,0,0,0,31.498091,31.498091,13,961
18770,2,0,0,0,1,0,0,0,22,19,0,1,0,0,0,0,5.8357,5.8357,12,484
18771,2,0,0,1,0,0,1,0,24,18,0,1,1,50,40,14.78867,44.544441,29.755779,12,576
18772,2,0,0,0,0,1,0,0,29,19,0,1,1,52,20,9.83463,51.41925,41.584629,12,841
18773,2,0,0,0,1,0,0,0,24,19,0,1,1,20,40,3.78901,18.493721,14.7047,12,576
18774,2,0,0,1,0,0,1,0,29,17,0,1,0,0,0,0,41.993942,41.993942,12,841
18775,3,1,1,0,1,1,1,0,31,17,0,1,1,50,40,16.803881,35.70694,18.903051,10,961
18776,2,0,0,0,0,1,0,0,22,18,0,1,1,8,25,1.06008,21.01272,19.952641,12,484
18777,2,0,0,0,0,1,0,0,31,22,0,1,1,52,40,24.99066,50.191219,25.200581,18,961
18778,2,0,0,1,0,0,1,0,28,21,1,0,1,12,12,1.06008,38.866192,37.806091,12,784
18779,2,0,0,0,0,1,0,0,26,19,0,1,0,0,0,0,30.4485,30.4485,12,676
18780,3,1,0,0,0,1,0,0,33,19,0,1,0,0,0,0,39.212532,39.212532,12,1089
18781,2,0,1,0,1,1,1,0,33,19,0,1,1,52,40,20.16255,60.15181,39.98925,12,1089
18782,3,1,1,0,1,1,1,0,35,21,0,1,1,18,20,0.57727,29.83975,29.26247,15,1225
18783,3,1,1,0,1,1,1,0,25,16,0,1,1,20,26,4.20884,33.60775,29.39892,10,625
18784,2,0,1,0,1,1,1,0,31,20,0,1,1,48,40,23.18536,44.35553,21.17016,10,961
18785,2,0,1,0,1,1,1,0,31,20,0,1,1,48,40,23.18536,44.35553,21.17016,10,961
18786,2,0,0,1,0,0,1,0,32,24,0,1,1,50,20,8.40719,17.13975,8.73255,8,1024
18787,2,0,0,0,1,0,0,0,22,17,0,1,1,34,23,4.75463,32.16983,27.415199,9,484
18788,2,0,0,0,0,1,0,0,28,23,0,1,0,0,0,0,33.60775,33.60775,12,784
18789,3,1,0,1,0,0,1,0,34,24,0,1,0,0,0,0,20.16255,20.16255,12,1156
18790,3,1,1,0,1,1,1,0,30,22,0,1,0,0,0,0,37.795589,37.795589,12,900
18791,3,1,0,0,0,1,0,0,31,23,0,1,0,0,0,0,21.69495,21.69495,12,961
18792,2,0,0,1,0,0,1,0,30,18,0,1,1,50,40,19.406858,55.796032,36.38916,12,900
18793,2,0,1,0,1,1,1,0,29,22,0,1,1,52,20,11.55595,45.153217,33.597252,12,841
18794,2,0,0,0,0,1,0,0,35,24,0,1,0,0,0,0,39.894783,39.894783,12,1225
18795,3,1,1,0,1,1,1,0,26,19,0,1,0,0,0,0,37.795589,37.795589,12,676
18796,3,1,0,1,0,0,1,0,24,18,0,1,0,0,0,0,37.795589,37.795589,12,576
18797,2,0,0,1,0,0,1,0,31,22,0,1,0,0,0,0,65.095337,65.095337,12,961
18798,4,1,0,0,1,0,0,0,28,15,0,1,0,0,0,0,23.101391,23.101391,8,784
18799,4,1,1,0,1,1,1,0,25,18,0,1,1,5,35,1.06008,7.37859,6.31851,11,625
18800,2,0,0,0,1,0,0,0,27,20,0,1,1,52,40,21.00222,38.026501,17.024302,13,729
18801,2,0,1,0,1,1,1,0,23,16,0,1,1,20,24,8.40719,48.301968,39.894783,12,529
18802,3,1,0,1,0,0,1,0,29,19,0,1,1,36,32,10.50636,48.301968,37.795589,12,841
18803,2,0,0,0,1,0,0,0,24,17,0,1,0,0,0,0,25.200581,25.200581,10,576
18804,2,0,0,0,1,0,0,0,28,19,0,1,1,40,40,12.92041,57.013531,44.093128,12,784
18805,2,0,0,0,0,1,0,0,33,21,0,1,1,40,40,8.40719,18.913551,10.50636,12,1089
18806,2,0,0,1,0,0,1,0,32,23,0,1,1,52,40,30.007669,45.090218,15.08255,12,1024
18807,2,0,0,0,1,0,0,0,28,23,0,1,1,8,40,2.94934,34.426441,31.477089,12,784
18808,3,1,0,0,0,1,0,0,25,17,0,1,1,20,30,0.95512,18.598669,17.643551,12,625
18809,4,1,0,1,0,0,1,0,35,19,0,1,0,0,0,0,22.58709,22.58709,9,1225
18810,3,1,0,0,1,0,0,0,31,19,0,1,0,0,0,0,56.793129,56.793129,12,961
18811,4,1,0,1,0,0,1,0,29,17,0,1,0,0,0,0,35.696442,35.696442,10,841
18812,2,0,0,0,0,1,0,0,28,19,0,1,1,38,40,15.607349,41.763031,26.155689,12,784
18813,3,1,0,0,1,0,0,0,29,17,0,1,1,52,40,25.200581,50.401161,25.200581,12,841
18814,2,0,0,0,1,0,0,0,29,21,0,1,1,8,40,2.5295,48.721809,46.19231,13,841
18815,4,1,0,0,0,1,0,0,24,18,0,1,0,0,0,0,28.811161,28.811161,11,576
18816,2,0,0,1,0,0,1,0,27,20,0,1,0,0,0,0,33.92263,33.92263,13,729
18817,3,1,0,0,1,0,0,0,35,19,0,1,0,0,0,0,45.835442,45.835442,12,1225
18818,3,1,0,0,1,0,0,0,28,15,0,1,0,0,0,0,29.43041,29.43041,10,784
18819,2,0,0,0,0,1,0,0,33,22,0,1,0,0,0,0,18.903051,18.903051,9,1089
18820,3,1,0,0,0,1,0,0,32,20,0,1,1,51,40,24.15098,55.649059,31.498091,12,1024
18821,2,0,1,0,1,1,1,0,25,17,1,0,1,48,40,18.903051,44.743877,25.840811,12,625
18822,2,0,1,0,1,1,1,0,35,31,0,1,1,52,40,24.339911,55.39719,31.05727,12,1225
18823,3,1,0,1,0,0,1,0,33,27,0,1,0,0,0,0,29.00008,29.00008,13,1089
18824,3,1,0,1,0,0,1,0,34,17,0,1,0,0,0,0,51.765591,51.765591,12,1156
18825,2,0,0,0,0,1,0,0,32,22,0,1,0,0,0,0,2.94934,2.94934,12,1024
18826,2,0,0,0,1,0,0,0,33,23,0,1,0,0,0,0,44.040661,44.040661,12,1089
18827,2,0,1,0,1,1,1,0,26,20,0,1,1,26,40,4.20884,35.70694,31.498091,12,676
18828,2,0,0,1,0,0,1,0,32,25,0,1,1,52,20,8.40719,33.618252,25.211061,12,1024
18829,2,0,0,1,0,0,1,0,32,26,0,1,0,0,0,0,19.952641,19.952641,14,1024
18830,2,0,0,0,1,0,0,0,32,21,0,1,0,0,0,0,39.905281,39.905281,9,1024
18831,3,1,0,1,0,0,1,0,34,18,0,1,1,36,20,6.05611,11.9338,5.87768,11,1156
18832,3,1,0,0,1,0,0,0,28,19,0,1,1,52,40,9.45677,17.863949,8.40719,6,784
18833,3,1,0,0,1,0,0,0,28,19,0,1,0,0,0,0,18.903051,18.903051,6,784
18834,2,0,0,0,1,0,0,0,33,25,0,1,0,0,0,0,54.882877,54.882877,14,1089
18835,2,0,0,0,1,0,0,0,32,23,0,1,1,50,25,9.70867,46.664627,36.95594,12,1024
18836,2,0,1,0,1,1,1,0,25,18,0,1,0,0,0,0,39.894783,39.894783,12,625
18837,4,1,1,0,1,1,1,0,33,21,1,0,1,52,25,10.296451,58.58791,48.29147,14,1089
18838,3,1,0,0,1,0,0,0,34,22,0,1,0,0,0,0,25.200581,25.200581,12,1156
18839,3,1,0,0,1,0,0,0,35,22,0,1,1,25,16,6.0981,33.933128,27.83503,12,1225
18840,3,1,1,0,1,1,1,0,33,23,0,1,0,0,0,0,96.803383,96.803383,14,1089
18841,3,1,0,1,0,0,1,0,28,20,0,1,1,13,40,2.5295,44.523468,41.993942,12,784
18842,4,1,1,0,1,1,1,0,33,18,0,1,0,0,0,0,31.666029,31.666029,10,1089
18843,2,0,0,0,1,0,0,0,29,16,0,1,1,20,40,4.20884,21.01272,16.803881,9,841
18844,4,1,0,0,0,1,0,0,32,16,0,1,0,0,0,0,9.19438,9.19438,7,1024
18845,2,0,1,0,1,1,1,0,29,21,0,1,0,0,0,0,18.37825,18.37825,12,841
18846,2,0,0,1,0,0,1,0,27,24,0,1,0,0,0,0,12.605531,12.605531,16,729
18847,5,1,1,0,1,1,1,0,33,16,0,1,0,0,0,0,4.74413,4.74413,9,1089
18848,3,1,1,0,1,1,1,0,35,21,0,1,0,0,0,0,78.593002,78.593002,12,1225
18849,3,1,0,0,1,0,0,0,22,18,0,1,0,0,0,0,38.435841,38.435841,6,484
18850,5,1,0,0,0,1,0,0,33,17,0,1,0,0,0,0,10.96818,10.96818,8,1089
18851,2,0,0,0,0,1,0,0,25,18,0,1,0,0,0,0,29.39892,29.39892,4,625
18852,2,0,1,0,1,1,1,0,28,20,0,1,1,36,33,11.19909,36.861469,25.66239,13,784
18853,3,1,0,1,0,0,1,0,29,18,0,1,0,0,0,0,50.338161,50.338161,12,841
18854,2,0,1,0,1,1,1,0,32,25,0,1,1,52,50,41.993942,62.167,20.17305,12,1024
18855,2,0,0,1,0,0,1,0,31,20,0,1,0,0,0,0,48.29147,48.29147,12,961
18856,3,1,0,0,0,1,0,0,29,18,0,1,1,30,12,4.20884,48.301968,44.093128,18,841
18857,3,1,0,0,1,0,0,0,30,17,0,1,0,0,0,0,21.00222,21.00222,12,900
18858,4,1,1,0,1,1,1,0,34,22,0,1,1,36,20,1.62686,35.224129,33.597252,10,1156
18859,4,1,0,0,0,1,0,0,33,19,0,1,1,52,40,14.7047,57.832218,43.127499,8,1089
18860,2,0,0,0,1,0,0,0,28,17,0,1,0,0,0,0,41.993942,41.993942,12,784
18861,2,0,1,0,1,1,1,0,32,23,0,1,0,0,0,0,12.605531,12.605531,12,1024
18862,2,0,0,1,0,0,1,0,26,20,0,1,0,0,0,0,47.042469,47.042469,13,676
18863,3,1,0,1,0,0,1,0,34,21,0,1,0,0,0,0,72.10656,72.10656,18,1156
18864,2,0,0,0,0,1,0,0,26,18,0,1,0,0,0,0,36.326191,36.326191,12,676
18865,7,1,0,0,0,1,0,0,35,18,0,1,0,0,0,0,20.75033,20.75033,4,1225
18866,3,1,1,0,1,1,1,0,34,21,0,1,1,28,20,1.89975,16.604448,14.7047,10,1156
18867,2,0,0,0,1,0,0,0,30,19,0,1,0,0,0,0,41.059807,41.059807,12,900
18868,3,1,0,1,0,0,1,0,30,19,0,1,0,0,0,0,40.314629,40.314629,12,900
18869,2,0,1,0,1,1,1,0,29,21,0,1,1,52,40,18.2733,34.237499,15.96421,12,841
18870,4,1,0,1,0,0,1,0,25,19,0,1,0,0,0,0,23.77313,23.77313,12,625
18871,2,0,1,0,1,1,1,0,34,18,0,1,0,0,0,0,3.28521,3.28521,12,1156
18872,2,0,0,1,0,0,1,0,30,19,0,1,1,52,35,16.803881,52.143467,35.339558,12,900
18873,2,0,0,0,1,0,0,0,28,19,0,1,0,0,0,0,31.697519,31.697519,12,784
18874,2,0,0,1,0,0,1,0,32,20,0,1,1,52,40,21.00222,50.401161,29.39892,13,1024
18875,3,1,0,0,0,1,0,0,32,19,0,1,0,0,0,0,25.200581,25.200581,12,1024
18876,3,1,1,0,1,1,1,0,33,21,0,1,1,52,13,5.25843,40.95488,35.696442,12,1089
18877,2,0,0,0,1,0,0,0,22,18,0,1,0,0,0,0,32.547668,32.547668,12,484
18878,3,1,0,0,0,1,0,0,33,18,0,1,0,0,0,0,12.605531,12.605531,12,1089
18879,3,1,0,0,0,1,0,0,26,17,0,1,0,0,0,0,27.73008,27.73008,9,676
18880,2,0,0,0,1,0,0,0,26,18,0,1,0,0,0,0,22.734051,22.734051,11,676
18881,3,1,0,0,0,1,0,0,30,19,0,1,1,52,40,18.903051,71.413879,52.510807,12,900
18882,2,0,0,1,0,0,1,0,26,18,0,1,1,24,40,6.07711,16.75139,10.6743,11,676
18883,5,1,0,0,0,1,0,0,30,19,0,1,0,0,0,0,12.605531,12.605531,11,900
18884,2,0,0,1,0,0,1,0,23,18,0,1,0,0,0,0,4.42925,4.42925,12,529
18885,2,0,0,1,0,0,1,0,28,22,0,1,1,52,20,14.7047,38.488338,23.78363,14,784
18886,3,1,0,1,0,0,1,0,26,19,0,1,1,26,40,5.25843,17.863949,12.605531,12,676
18887,4,1,0,0,0,1,0,0,27,19,0,1,0,0,0,0,22.93347,22.93347,12,729
18888,3,1,1,0,1,1,1,0,34,22,0,1,1,48,40,10.50636,29.40941,18.903051,11,1156
18889,2,0,0,0,0,1,0,0,27,22,0,1,0,0,0,0,25.200581,25.200581,12,729
18890,4,1,0,0,1,0,0,0,35,17,0,1,0,0,0,0,15.64934,15.64934,9,1225
18891,2,0,0,1,0,0,1,0,34,21,0,1,1,36,35,10.31744,60.382717,50.065281,13,1156
18892,3,1,0,0,1,0,0,0,26,17,0,1,0,0,0,0,21.642471,21.642471,12,676
18893,3,1,0,1,0,0,1,0,35,18,0,1,0,0,0,0,35.276588,35.276588,12,1225
18894,5,1,1,0,1,1,1,0,35,19,0,1,1,13,40,5.5943,29.54586,23.951561,9,1225
18895,2,0,1,0,1,1,1,0,24,19,0,1,0,0,0,0,31.498091,31.498091,12,576
18896,3,1,0,0,0,1,0,0,35,22,0,1,1,22,35,8.40719,65.420715,57.013531,15,1225
18897,4,1,0,1,0,0,1,0,31,16,0,1,1,52,40,10.50636,56.446751,45.940411,9,961
18898,2,0,1,0,1,1,1,0,28,18,0,1,1,52,40,26.145199,47.147442,21.00222,12,784
18899,5,1,1,0,1,1,1,0,35,22,0,1,0,0,0,0,44.093128,44.093128,12,1225
18900,2,0,1,0,1,1,1,0,31,20,0,1,0,0,0,0,29.39892,29.39892,12,961
18901,3,1,0,0,0,1,0,0,33,19,0,1,1,52,40,18.903051,50.401161,31.498091,12,1089
18902,2,0,0,0,1,0,0,0,27,19,0,1,1,41,40,12.605531,49.56147,36.95594,12,729
18903,2,0,0,1,0,0,1,0,27,18,0,1,1,49,40,16.803881,46.202782,29.39892,12,729
18904,3,1,0,0,1,0,0,0,30,19,0,1,0,0,0,0,37.837589,37.837589,12,900
18905,4,1,0,1,0,0,1,0,28,17,0,1,0,0,0,0,18.903051,18.903051,11,784
18906,2,0,0,1,0,0,1,0,27,18,0,1,1,52,40,37.795589,58.79784,21.00222,12,729
18907,4,1,0,0,1,0,0,0,29,18,0,1,0,0,0,0,27.299749,27.299749,12,841
18908,3,1,1,0,1,1,1,0,32,24,0,1,0,0,0,0,31.498091,31.498091,7,1024
18909,2,0,0,0,1,0,0,0,31,23,0,1,1,52,40,25.200581,48.301968,23.101391,12,961
18910,2,0,1,0,1,1,1,0,32,21,0,1,0,0,0,0,58.787338,58.787338,12,1024
18911,2,0,0,1,0,0,1,0,35,18,1,0,1,14,34,2.31959,26.690981,24.371391,13,1225
18912,2,0,0,0,1,0,0,0,26,17,0,1,0,0,0,0,49.341057,49.341057,11,676
18913,2,0,1,0,1,1,1,0,30,22,0,1,0,0,0,0,34.993217,34.993217,12,900
18914,4,1,0,0,0,1,0,0,35,19,0,1,1,47,40,12.605531,28.98958,16.38405,9,1225
18915,2,0,1,0,1,1,1,0,33,24,0,1,1,20,30,6.11909,104.612312,98.493187,13,1089
18916,3,1,1,0,1,1,1,0,23,17,0,1,1,39,40,4.83859,24.791231,19.952641,12,529
18917,2,0,0,1,0,0,1,0,25,21,1,0,0,0,0,0,16.803881,16.803881,12,625
18918,4,1,0,0,1,0,0,0,35,17,0,1,1,12,10,2.2776,16.352551,14.07495,10,1225
18919,2,0,0,0,1,0,0,0,33,22,0,1,1,46,35,9.45677,51.05188,41.595089,12,1089
18920,2,0,1,0,1,1,1,0,27,19,0,1,0,0,0,0,35.192631,35.192631,12,729
18921,3,1,1,0,1,1,1,0,35,21,0,1,0,0,0,0,21.01272,21.01272,12,1225
18922,3,1,0,0,0,1,0,0,33,22,0,1,0,0,0,0,44.093128,44.093128,12,1089
18923,3,1,0,0,1,0,0,0,32,18,0,1,1,25,20,5.34239,36.7565,31.414131,12,1024
18924,4,1,1,0,1,1,1,0,35,19,0,1,0,0,0,0,21.00222,21.00222,12,1225
18925,2,0,0,0,1,0,0,0,27,22,0,1,1,52,40,15.96421,49.141628,33.177441,12,729
18926,3,1,0,0,1,0,0,0,26,20,0,1,0,0,0,0,27.793051,27.793051,11,676
18927,3,1,0,0,1,0,0,0,31,22,0,1,0,0,0,0,12.647519,12.647519,6,961
18928,3,1,1,0,1,1,1,0,26,20,0,1,0,0,0,0,30.10214,30.10214,12,676
18929,3,1,0,0,0,1,0,0,35,19,0,1,0,0,0,0,46.19231,46.19231,13,1225
18930,2,0,0,1,0,0,1,0,30,22,0,1,1,50,40,18.903051,53.759808,34.85675,12,900
18931,2,0,0,1,0,0,1,0,31,26,0,1,1,17,40,3.45314,19.837189,16.38405,12,961
18932,3,1,1,0,1,1,1,0,31,21,0,1,1,16,40,1.68983,12.1962,10.50636,7,961
18933,2,0,0,1,0,0,1,0,29,20,0,1,0,0,0,0,14.7047,14.7047,12,841
18934,2,0,0,0,1,0,0,0,28,20,0,1,0,0,0,0,54.589001,54.589001,10,784
18935,3,1,0,0,1,0,0,0,27,24,0,1,0,0,0,0,50.390659,50.390659,14,729
18936,2,0,0,1,0,0,1,0,26,20,0,1,0,0,0,0,12.605531,12.605531,12,676
18937,3,1,1,0,1,1,1,0,32,20,0,1,0,0,0,0,39.894783,39.894783,12,1024
18938,3,1,0,1,0,0,1,0,28,16,0,1,0,0,0,0,22.681561,22.681561,11,784
18939,4,1,0,0,1,0,0,0,28,19,0,1,1,12,16,1.68983,51.471718,49.781879,12,784
18940,4,1,0,1,0,0,1,0,29,15,0,1,0,0,0,0,94.483749,94.483749,9,841
18941,4,1,0,0,0,1,0,0,31,18,0,1,1,52,40,23.101391,56.698662,33.597252,12,961
18942,5,1,1,0,1,1,1,0,35,22,0,1,0,0,0,0,46.19231,46.19231,6,1225
18943,3,1,0,0,1,0,0,0,30,17,0,1,1,44,32,8.40719,54.599499,46.19231,11,900
18944,2,0,0,1,0,0,1,0,21,16,0,1,0,0,0,0,4.20884,4.20884,10,441
18945,2,0,0,0,0,1,0,0,29,20,0,1,0,0,0,0,35.696442,35.696442,12,841
18946,2,0,1,0,1,1,1,0,35,27,0,1,0,0,0,0,54.389557,54.389557,14,1225
18947,2,0,0,1,0,0,1,0,29,22,0,1,1,1,18,0.11545,27.83503,27.71958,12,841
18948,2,0,0,0,1,0,0,0,28,19,0,1,1,52,40,25.200581,54.116692,28.916109,15,784
18949,2,0,0,0,0,1,0,0,25,20,0,1,0,0,0,0,41.993942,41.993942,12,625
18950,2,0,1,0,1,1,1,0,30,20,0,1,1,52,20,18.903051,58.79784,39.894783,12,900
18951,3,1,0,0,1,0,0,0,27,17,0,1,1,28,30,10.50636,47.052967,36.546589,12,729
18952,2,0,0,0,0,1,0,0,31,22,0,1,1,30,30,7.3576,55.250217,47.892628,12,961
18953,2,0,0,0,1,0,0,0,32,21,0,1,1,44,30,33.597252,67.194504,33.597252,17,1024
18954,2,0,0,0,1,0,0,0,31,20,0,1,1,52,20,13.13033,157.438004,157.438004,12,961
18955,3,1,0,0,1,0,0,0,30,21,0,1,0,0,0,0,25.200581,25.200581,12,900
18956,2,0,0,0,0,1,0,0,23,16,0,1,0,0,0,0,35.70694,35.70694,10,529
18957,3,1,0,1,0,0,1,0,31,22,0,1,0,0,0,0,21.642471,21.642471,12,961
18958,4,1,1,0,1,1,1,0,29,17,0,1,0,0,0,0,35.696442,35.696442,9,841
18959,2,0,0,0,1,0,0,0,31,24,0,1,1,50,8,14.07495,39.275532,25.200581,12,961
18960,4,1,0,1,0,0,1,0,33,25,0,1,0,0,0,0,37.176338,37.176338,16,1089
18961,2,0,0,0,0,1,0,0,29,20,0,1,0,0,0,0,35.696442,35.696442,12,841
18962,2,0,0,0,0,1,0,0,33,22,0,1,0,0,0,0,34.804283,34.804283,12,1089
18963,2,0,0,0,1,0,0,0,27,19,0,1,0,0,0,0,29.39892,29.39892,12,729
18964,3,1,0,1,0,0,1,0,33,21,0,1,0,0,0,0,56.68816,56.68816,13,1089
18965,2,0,0,0,1,0,0,0,27,17,0,1,0,0,0,0,33.597252,33.597252,11,729
18966,4,1,1,0,1,1,1,0,35,21,0,1,0,0,0,0,42.63419,42.63419,12,1225
18967,2,0,1,0,1,1,1,0,33,23,0,1,0,0,0,0,56.005943,56.005943,12,1089
18968,2,0,0,0,1,0,0,0,32,21,0,1,1,52,40,12.605531,40.95488,28.349331,13,1024
18969,5,1,0,1,0,0,1,0,35,24,0,1,1,20,36,4.41876,40.115192,35.696442,8,1225
18970,6,1,0,0,1,0,0,0,33,20,0,1,0,0,0,0,40.944378,40.944378,9,1089
18971,2,0,0,0,1,0,0,0,26,16,0,1,0,0,0,0,21.00222,21.00222,9,676
18972,4,1,0,1,0,0,1,0,26,18,0,1,0,0,0,0,37.795589,37.795589,12,676
18973,4,1,1,0,1,1,1,0,25,17,0,1,1,52,36,6.30802,33.60775,27.299749,11,625
18974,2,0,0,1,0,0,1,0,31,23,0,1,1,52,40,24.99066,50.191219,25.200581,10,961
18975,2,0,0,0,0,1,0,0,34,23,0,1,0,0,0,0,25.200581,25.200581,12,1156
18976,5,1,1,0,1,1,1,0,34,19,0,1,1,7,15,1.06008,18.315279,17.255199,12,1156
18977,2,0,1,0,1,1,1,0,32,16,0,1,1,32,40,14.7047,42.43478,27.73008,12,1024
18978,4,1,1,0,1,1,1,0,32,19,0,1,1,35,30,6.30802,54.599499,48.29147,10,1024
18979,3,1,0,0,0,1,0,0,32,18,0,1,0,0,0,0,41.993942,41.993942,12,1024
18980,3,1,0,0,1,0,0,1,26,16,0,1,0,0,0,0,25.200581,25.200581,10,676
18981,2,0,0,1,0,0,1,0,31,22,0,1,0,0,0,0,29.39892,29.39892,12,961
18982,3,1,0,1,0,0,1,0,29,22,0,1,0,0,0,0,88.175751,88.175751,12,841
18983,3,1,1,0,1,1,1,0,27,23,0,1,0,0,0,0,39.26503,39.26503,14,729
18984,2,0,1,0,1,1,1,0,28,23,1,1,1,50,40,16.38405,36.546589,36.546589,12,784
18985,3,1,0,0,1,0,0,0,31,18,0,1,1,52,40,33.597252,79.789566,46.19231,10,961
18986,3,1,0,0,0,1,0,0,25,17,0,1,0,0,0,0,16.803881,16.803881,11,625
18987,2,0,1,0,1,1,1,0,24,19,0,1,0,0,0,0,31.498091,31.498091,12,576
18988,3,1,0,0,1,0,0,0,29,18,0,1,0,0,0,0,41.993942,41.993942,12,841
18989,3,1,1,0,1,1,1,0,27,22,0,1,0,0,0,0,35.696442,35.696442,12,729
18990,4,1,1,0,1,1,1,0,35,19,0,1,0,0,0,0,54.599499,54.599499,12,1225
18991,3,1,0,1,0,0,1,0,25,19,0,1,0,0,0,0,18.903051,18.903051,10,625
18992,2,0,0,0,1,0,0,0,24,19,0,1,0,0,0,0,15.12454,15.12454,11,576
18993,3,1,0,1,0,0,1,0,30,23,0,1,1,38,10,2.69744,26.722471,24.02503,12,900
18994,2,0,1,0,1,1,1,0,21,17,0,1,0,0,0,0,25.200581,25.200581,12,441
18995,3,1,0,0,1,0,0,0,25,19,0,1,1,25,28,4.20884,25.211061,21.00222,12,625
18996,3,1,1,0,1,1,1,0,25,19,0,1,1,12,40,3.78901,51.450718,47.66172,12,625
18997,2,0,0,0,0,1,0,0,25,18,0,1,0,0,0,0,54.589001,54.589001,5,625
18998,2,0,0,1,0,0,1,0,34,21,0,1,0,0,0,0,50.390659,50.390659,12,1156
18999,2,0,0,0,1,0,0,0,23,16,0,1,0,0,0,0,58.787338,58.787338,11,529
19000,3,1,0,0,1,0,0,0,33,20,0,1,0,0,0,0,157.438004,157.438004,12,1089
19001,4,1,0,0,1,0,0,0,35,23,0,1,1,52,40,31.498091,126.107811,94.609749,12,1225
19002,2,0,1,0,1,1,1,0,32,20,0,1,0,0,0,0,50.390659,50.390659,12,1024
19003,2,0,0,0,0,1,0,0,26,22,1,0,1,26,40,8.40719,52.500309,44.093128,14,676
19004,6,1,1,0,1,1,1,0,32,19,0,1,0,0,0,0,54.589001,54.589001,11,1024
19005,2,0,1,0,1,1,1,0,27,19,0,1,0,0,0,0,7.8719,7.8719,9,729
19006,3,1,0,0,1,0,0,0,24,15,0,1,0,0,0,0,17.85347,17.85347,10,576
19007,5,1,0,0,0,1,0,0,34,18,0,1,0,0,0,0,31.498091,31.498091,12,1156
19008,2,0,0,0,0,1,0,0,25,20,0,1,1,52,35,8.40719,40.95488,32.547668,12,625
19009,4,1,1,0,1,1,1,0,35,25,0,1,0,0,0,0,25.200581,25.200581,6,1225
19010,3,1,0,1,0,0,1,0,28,18,0,1,1,49,24,13.382231,49.078659,35.696442,14,784
19011,5,1,0,0,0,1,0,0,35,23,0,1,1,10,40,2.42454,30.039169,30.039169,7,1225
19012,3,1,0,0,1,0,0,0,31,19,0,1,0,0,0,0,125.960884,125.960884,12,961
19013,2,0,0,0,1,0,0,0,34,25,0,1,0,0,0,0,32.547668,32.547668,12,1156
19014,3,1,0,1,0,0,1,0,31,21,0,1,1,52,40,12.605531,46.202782,33.597252,12,961
19015,2,0,0,0,0,1,0,0,24,17,0,1,0,0,0,0,14.200911,14.200911,9,576
19016,2,0,1,0,1,1,1,0,29,18,0,1,1,18,35,1.68983,24.801731,23.111891,12,841
19017,2,0,0,1,0,0,1,0,25,16,0,1,1,52,40,12.605531,44.10363,31.498091,11,625
19018,2,0,0,0,1,0,0,0,25,18,0,1,1,52,40,8.40719,31.508591,23.101391,5,625
19019,2,0,0,0,1,0,0,0,32,17,0,1,1,39,15,4.20884,16.814381,12.605531,10,1024
19020,5,1,0,0,0,1,0,0,33,20,0,1,1,6,40,1.7738,13.48719,11.71338,3,1089
19021,7,1,1,0,1,1,1,0,32,17,0,1,0,0,0,0,42.00444,42.00444,8,1024
19022,3,1,0,1,0,0,1,0,29,18,0,1,0,0,0,0,2.31959,2.31959,9,841
19023,3,1,0,1,0,0,1,0,21,16,0,1,0,0,0,0,10.50636,10.50636,10,441
19024,3,1,1,0,1,1,1,0,24,17,0,1,1,52,40,16.803881,25.211061,8.40719,10,576
19025,3,1,1,0,1,1,1,0,21,17,0,1,0,0,0,0,14.7047,14.7047,10,441
19026,5,1,0,0,1,0,0,0,35,21,0,1,0,0,0,0,31.508591,31.508591,14,1225
19027,4,1,0,1,0,0,1,0,29,20,0,1,0,0,0,0,24.780731,24.780731,12,841
19028,3,1,0,1,0,0,1,0,34,24,0,1,1,52,40,14.7047,35.28709,20.58239,12,1156
19029,3,1,0,0,1,0,0,0,26,20,0,1,1,52,40,15.12454,41.374691,26.25016,12,676
19030,2,0,0,0,0,1,0,0,33,18,0,1,0,0,0,0,37.795589,37.795589,12,1089
